State,Latitude,Longitude,NO2,O3,SO2,CO,Month,Year
New York,42.165726,-74.948051,32.18681319,42.51648352,13.59340659,5.802197802,7,2012
North Carolina,35.630066,-79.806419,24.16129032,61.09677419,22.76344086,6.376344086,7,2012
Oklahoma,35.565342,-96.928917,8.874251497,50.20958084,4.185628743,0.380952381,7,2012
Pennsylvania,40.590752,-77.209755,22.83910615,46.47709497,19.5625,3.992178771,7,2012
Texas,31.054487,-97.563461,22.76033058,47.73553719,6.570247934,4.595041322,7,2012
Arizona,34.048927,-111.431221,34.46666667,45.26666667,4.95,6.3,6,2012
California,36.116203,-119.681564,17.53166421,42.44035346,4.49339207,5.109720177,6,2012
Colorado,39.059811,-105.311104,32.45454545,40.36363636,18.59090909,7.045454545,6,2012
District Of Columbia,38.897438,-77.026817,30.9,37.4,28.96666667,7.033333333,6,2012
Florida,27.766279,-81.686783,16.66666667,35.26666667,2.3,6.666666667,6,2012
